fields.name,sku,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.cpsc_choking_hazard_warnings,fields.care_and_cleaning,fields.gender,fields.piece_1_apparel_material_1,fields.piece_1_pattern,fields.piece_1_pattern_group,fields.piece_2_apparel_material_1,fields.piece_2_pattern,fields.piece_2_pattern_group,fields.targeted_audience,fields.apparel_and_accessories_subtype,fields.number_of_pieces,fields.bag_linear_inches,fields.number_of_wheels,fields.protective_qualities,fields.pattern_group,fields.warranty_description,fields.bag_structure,fields.primary_item_placement,fields.maximum_weight_capacity,fields.health_and_beauty_subtype,fields.trial_or_travel_size,fields.fabric_weight_type,fields.theme,fields.material_textiles_1,fields.material_textiles_percentage_1,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.textile_construction,fields.thread_count,fields.exterior_features,fields.import_description,fields.prop_65,fields.closure_type,fields.closure_style_main_compartment,fields.handle_type,fields.material_handle,fields.material_shell,fields.inteiror_features,fields.shape,fields.construction_method,fields.soft_home_subtype,fields.material_backing_1,fields.material_backing_percentage_1,fields.material_fill_1,fields.material_fill_percentage_1,fields.package_quantity,fields.product_thickness,fields.indoor_outdoor_use,fields.art_subject,fields.artwork_medium,fields.color_tone,fields.frame_color,fields.frame_display_type,fields.orientation,fields.material_frame,fields.required_not_included,fields.hanging_style,fields.target_enabled,fields.target_posting_template,fields.target_listing_action,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.size_grouping,fields.garment_construction_details,fields.beauty_purpose,fields.hair_type,fields.includes,fields.piece_1_quantity,fields.piece_1_type,fields.piece_2_quantity,fields.piece_2_type,fields.garment_cuff_type,fields.garment_torso_length,fields.garment_fit,fields.garment_closure_type_tops,fields.legally_required_information,fields.garment_collar_type,fields.mount_type
"Pardon My Fro 30"" x 20"" Microfiber Plush Bath Mat",PMF7327,Pardon My Fro,"Indulge in both comfort and style with the Pardon My Fro non-slip bath mat. Crafted from luxurious flannel fleece microfiber, this mat is perfect for women who take pride in their hair and heritage. Explore our range of personalized options to elevate your private space. Enhance your bathroom experience with our practical and stylish bath mat.",,abstract,Feel the velvet-like caress of 100% microfiber flannel fleece beneath your feet. It’s like walking on clouds after a refreshing shower or a long soak.,"Safety meets style with the anti-slip backing, meticulously engineered to keep the bathmat firmly in place. Gone are the days of near misses and slips in the bathroom.","Designed with a keen eye for detail, this bathmat not only helps in absorbing water and moisture to keep your bathroom oasis dry and serene but also serves as a vibrant declaration of your unique style.","Its heavy-duty stitching and plush binding around the edges scream durability and longevity, promising countless days of elegance and function.","It's more than just a bathmat. It’s a statement. It tells a story of empowerment, individuality, and heritage. It celebrates the beauty of standing out and standing tall, of embracing every aspect of who you are, right down to the ground you walk on.",Imported,,"Machine wash cold gentle with like colors. Non-chlorine bleach when needed. Tumble dry low, remove promptly. Iron low.",,,,,,,,,,1.0,,,,Figures,,,,,,,Year Round Fabric Construction,,Microfiber,100.0,Tumble Dry,Machine Wash,Microfiber,,,,,,,,,,,Rectangle,Machine Made,Bath Mats,Polyester,100.0,,,,,,,,,,,,,,,,Bath Rugs and Mats,FULL,,,,,,,,,,,,,,,,,,
"Pardon My Fro 30"" x 20"" Microfiber Plush Bath Mat",PMF7334,Pardon My Fro,"Indulge in both comfort and style with the Pardon My Fro non-slip bath mat. Crafted from luxurious flannel fleece microfiber, this mat is perfect for women who take pride in their hair and heritage. Explore our range of personalized options to elevate your private space. Enhance your bathroom experience with our practical and stylish bath mat.",,abstract,Feel the velvet-like caress of 100% microfiber flannel fleece beneath your feet. It’s like walking on clouds after a refreshing shower or a long soak.,"Safety meets style with the anti-slip backing, meticulously engineered to keep the bathmat firmly in place. Gone are the days of near misses and slips in the bathroom.","Designed with a keen eye for detail, this bathmat not only helps in absorbing water and moisture to keep your bathroom oasis dry and serene but also serves as a vibrant declaration of your unique style.","Its heavy-duty stitching and plush binding around the edges scream durability and longevity, promising countless days of elegance and function.","It's more than just a bathmat. It’s a statement. It tells a story of empowerment, individuality, and heritage. It celebrates the beauty of standing out and standing tall, of embracing every aspect of who you are, right down to the ground you walk on.",Imported,,"Machine wash cold gentle with like colors. Non-chlorine bleach when needed. Tumble dry low, remove promptly. Iron low.",,,,,,,,,,1.0,,,,Figures,,,,,,,Year Round Fabric Construction,,Microfiber,100.0,Tumble Dry,Machine Wash,Microfiber,,,,,,,,,,,Rectangle,Machine Made,Bath Mats,Polyester,100.0,,,,,,,,,,,,,,,,Bath Rugs and Mats,FULL,,,,,,,,,,,,,,,,,,
"Pardon My Fro 30"" x 20"" Microfiber Plush Bath Mat",PMF7341,Pardon My Fro,"Indulge in both comfort and style with the Pardon My Fro non-slip bath mat. Crafted from luxurious flannel fleece microfiber, this mat is perfect for women who take pride in their hair and heritage. Explore our range of personalized options to elevate your private space. Enhance your bathroom experience with our practical and stylish bath mat.",,abstract,Feel the velvet-like caress of 100% microfiber flannel fleece beneath your feet. It’s like walking on clouds after a refreshing shower or a long soak.,"Safety meets style with the anti-slip backing, meticulously engineered to keep the bathmat firmly in place. Gone are the days of near misses and slips in the bathroom.","Designed with a keen eye for detail, this bathmat not only helps in absorbing water and moisture to keep your bathroom oasis dry and serene but also serves as a vibrant declaration of your unique style.","Its heavy-duty stitching and plush binding around the edges scream durability and longevity, promising countless days of elegance and function.","It's more than just a bathmat. It’s a statement. It tells a story of empowerment, individuality, and heritage. It celebrates the beauty of standing out and standing tall, of embracing every aspect of who you are, right down to the ground you walk on.",Imported,,"Machine wash cold gentle with like colors. Non-chlorine bleach when needed. Tumble dry low, remove promptly. Iron low.",,,,,,,,,,1.0,,,,Figures,,,,,,,Year Round Fabric Construction,,Microfiber,100.0,Tumble Dry,Machine Wash,Microfiber,,,,,,,,,,,Rectangle,Machine Made,Bath Mats,Polyester,100.0,,,,,,,,,,,,,,,,Bath Rugs and Mats,FULL,,,,,,,,,,,,,,,,,,
"Pardon My Fro 30"" x 20"" Microfiber Plush Bath Mat",PMF7358,Pardon My Fro,"Indulge in both comfort and style with the Pardon My Fro non-slip bath mat. Crafted from luxurious flannel fleece microfiber, this mat is perfect for women who take pride in their hair and heritage. Explore our range of personalized options to elevate your private space. Enhance your bathroom experience with our practical and stylish bath mat.",,abstract,Feel the velvet-like caress of 100% microfiber flannel fleece beneath your feet. It’s like walking on clouds after a refreshing shower or a long soak.,"Safety meets style with the anti-slip backing, meticulously engineered to keep the bathmat firmly in place. Gone are the days of near misses and slips in the bathroom.","Designed with a keen eye for detail, this bathmat not only helps in absorbing water and moisture to keep your bathroom oasis dry and serene but also serves as a vibrant declaration of your unique style.","Its heavy-duty stitching and plush binding around the edges scream durability and longevity, promising countless days of elegance and function.","It's more than just a bathmat. It’s a statement. It tells a story of empowerment, individuality, and heritage. It celebrates the beauty of standing out and standing tall, of embracing every aspect of who you are, right down to the ground you walk on.",Imported,,"Machine wash cold gentle with like colors. Non-chlorine bleach when needed. Tumble dry low, remove promptly. Iron low.",,,,,,,,,,1.0,,,,Figures,,,,,,,Year Round Fabric Construction,,Microfiber,100.0,Tumble Dry,Machine Wash,Microfiber,,,,,,,,,,,Rectangle,Machine Made,Bath Mats,Polyester,100.0,,,,,,,,,,,,,,,,Bath Rugs and Mats,FULL,,,,,,,,,,,,,,,,,,
"Pardon My Fro 30"" x 20"" Microfiber Plush Bath Mat",PMF7171,Pardon My Fro,"Indulge in both comfort and style with the Pardon My Fro non-slip bath mat. Crafted from luxurious flannel fleece microfiber, this mat is perfect for women who take pride in their hair and heritage. Explore our range of personalized options to elevate your private space. Enhance your bathroom experience with our practical and stylish bath mat.",,abstract,Feel the velvet-like caress of 100% microfiber flannel fleece beneath your feet. It’s like walking on clouds after a refreshing shower or a long soak.,"Safety meets style with the anti-slip backing, meticulously engineered to keep the bathmat firmly in place. Gone are the days of near misses and slips in the bathroom.","Designed with a keen eye for detail, this bathmat not only helps in absorbing water and moisture to keep your bathroom oasis dry and serene but also serves as a vibrant declaration of your unique style.","Its heavy-duty stitching and plush binding around the edges scream durability and longevity, promising countless days of elegance and function.","It's more than just a bathmat. It’s a statement. It tells a story of empowerment, individuality, and heritage. It celebrates the beauty of standing out and standing tall, of embracing every aspect of who you are, right down to the ground you walk on.",Imported,,"Machine wash cold gentle with like colors. Non-chlorine bleach when needed. Tumble dry low, remove promptly. Iron low.",,,,,,,,,,1.0,,,,Figures,,,,,,,Year Round Fabric Construction,,Microfiber,100.0,Tumble Dry,Machine Wash,Microfiber,,,,,,,,,,,Rectangle,Machine Made,Bath Mats,Polyester,100.0,,,,,,,,,,,,,,,,Bath Rugs and Mats,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7655,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7631,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7686,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7051AC,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7693,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7747,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7860,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7884,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Decorative Throw Pillow,PMF7891,Pardon My Fro,"Transform your space into a sanctuary of self-love and vibrant energy with the Pardon My Fro Decorative Throw Pillow. This isn't just a pillow; it's a bold statement of style, an ode to the coziness that every home deserves. Designed for those who take pride in their heritage, cherish comfort, and have an unwavering love for unique, statement-making home decor, this pillow promises to be your next favorite home accessory.",,people,"Crafted with the softest faux micro mink suede fabric, this 18"" square decorative throw pillow is the perfect companion for your bed, couch, or favorite chair.","The hidden zipper makes it incredibly easy to remove and wash the cover, guaranteeing the vibrance of the print lasts through countless snuggles and washes.",The face of the pillow showcases a printed design. The solid reverse offers versatility and a calming presence that complements any decor style.,"Imagine this pillow as more than just an accessory; see it as a canvas that tells your story, adds a pop of personality to your space, and serves as a constant reminder of the strength and beauty inherent in diversity.","Add it to your space and watch as it transforms your daily living into an extraordinary experience of comfort, empowerment, and joy.",,,Machine wash cold. Do not bleach. Lay flat to dry.,Gender Neutral,,,,,,,All Ages,,1.0,,,,Figures,,,,,,,,,Polyester fiber,100.0,Line Dry or Lay Flat to Dry,Machine Wash,Faux Suede,,,imported,Yes,Zipper,,,,,,Square,,Throw Pillows,,,Foam,100.0,1.0,1.0,Indoor,,,,,,,,,,,Throw Pillows,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Framed Wall Canvas Art,PMF7034,Pardon My Fro,"Your space deserves something extra. Our custom canvas art prints are special pieces that bring a signature look with feel-good vibes home.  These colorful afro-chick prints are more than art, they are daily reminders of strength, beauty, and heritage.",Canvas,,Floating Frame canvas art print with a coated semi-matte finish.,Makes the perfect decoration for any space or will make the perfect gift.,"Medium Density Fiber, plywood stabilized backing.","260 gsm canvas with semi-matte coating. Dimensions: 16""L x 20"" H x 1.6""D.","Hanging hardware included Includes: 2 invisible traceless wall fasteners, to help prevent damage to walls.",,,,,,,,,,,Adult (18 Years and Up),,,,,,,,,,,,,,,,,,,,,,imported,Yes,,,,,,,,,,,,,,,,,Portrait,Screen Print,Black and White,Black,Molded Hanger,Horizontal,MDF (Medium-Density Fiberboard),,,,Framed Wall Canvases,FULL,,,,,,,,,,,,,,,,,,Molded Hanger
Pardon My Fro Framed Wall Canvas Art,PMF7058,Pardon My Fro,"Your space deserves something extra. Our custom canvas art prints are special pieces that bring a signature look with feel-good vibes home.  These colorful afro-chick prints are more than art, they are daily reminders of strength, beauty, and heritage.",Canvas,,Floating Frame canvas art print with a coated semi-matte finish.,Makes the perfect decoration for any space or will make the perfect gift.,"Medium Density Fiber, plywood stabilized backing.","260 gsm canvas with semi-matte coating. Dimensions: 16""L x 20"" H x 1.6""D.","Hanging hardware included Includes: 2 invisible traceless wall fasteners, to help prevent damage to walls.",,,,,,,,,,,Adult (18 Years and Up),,,,,,,,,,,,,,,,,,,,,,imported,Yes,,,,,,,,,,,,,,,,,Portrait,Screen Print,Black and White,Black,Molded Hanger,Horizontal,MDF (Medium-Density Fiberboard),,,,Framed Wall Canvases,FULL,,,,,,,,,,,,,,,,,,Molded Hanger
Pardon My Fro Framed Wall Canvas Art,PMF7041,Pardon My Fro,"Your space deserves something extra. Our custom canvas art prints are special pieces that bring a signature look with feel-good vibes home.  These colorful afro-chick prints are more than art, they are daily reminders of strength, beauty, and heritage.",Canvas,,Floating Frame canvas art print with a coated semi-matte finish.,Makes the perfect decoration for any space or will make the perfect gift.,"Medium Density Fiber, plywood stabilized backing.","260 gsm canvas with semi-matte coating. Dimensions: 16""L x 20"" H x 1.6""D.","Hanging hardware included Includes: 2 invisible traceless wall fasteners, to help prevent damage to walls.",,,,,,,,,,,Adult (18 Years and Up),,,,,,,,,,,,,,,,,,,,,,imported,Yes,,,,,,,,,,,,,,,,,Portrait,Screen Print,Black and White,Black,Molded Hanger,Horizontal,MDF (Medium-Density Fiberboard),,,,Framed Wall Canvases,FULL,,,,,,,,,,,,,,,,,,Molded Hanger
Pardon My Fro Framed Wall Canvas Art,PMF7997,Pardon My Fro,"Your space deserves something extra. Our custom canvas art prints are special pieces that bring a signature look with feel-good vibes home.  These colorful afro-chick prints are more than art, they are daily reminders of strength, beauty, and heritage.",Canvas,,Floating Frame canvas art print with a coated semi-matte finish.,Makes the perfect decoration for any space or will make the perfect gift.,"Medium Density Fiber, plywood stabilized backing.","260 gsm canvas with semi-matte coating. Dimensions: 16""L x 20"" H x 1.6""D.","Hanging hardware included Includes: 2 invisible traceless wall fasteners, to help prevent damage to walls.",,,,,,,,,,,Adult (18 Years and Up),,,,,,,,,,,,,,,,,,,,,,imported,Yes,,,,,,,,,,,,,,,,,Portrait,Screen Print,Black and White,Black,Molded Hanger,Horizontal,MDF (Medium-Density Fiberboard),,,,Framed Wall Canvases,FULL,,,,,,,,,,,,,,,,,,Molded Hanger
Pardon My Fro Tote Bag,PMF7928,Pardon My Fro,"Elevate your everyday style with Pardon My Fro's versatile tote bag. This beautifully crafted bag is not just for carrying - it's a statement piece. Designed with a roomy interior, it can effortlessly store all your daily essentials from your laptop to your makeup bag. It boasts sturdy handles for easy carrying and an open-top design for seamless access. The exterior features faux pebbled leather, offering a timeless, sophisticated finish, while the interior showcases a plush velvet lining. This tote bag is a perfect balance of practicality and style.",PVU Leather,Silhouette,"Made with a vegan pebbled leather exterior, beautiful soft velvet lining and gold-tone hardware.",Interior: zipper pocket and 2 slip pockets.,Large enough to fits most laptops and TSA approved.,Stain resistant and water repellent.,5.25 x 13 x 16 - handle drop 7 in,Imported,no_warning_applicable,Spot or Wipe Clean,Gender Neutral,,,,,,,All Ages,Tote Bags,,,,,Figures,,Structured,,,,,,,,,,,,,No Compartments or Pockets,imported,Yes,,"Open, No Closure",Carrying Handle,,Leather,Zip Pocket,,,,,,,,,,,,,,,,,,,,,Handbags,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Tote Bag,PMF7935,Pardon My Fro,"Elevate your everyday style with Pardon My Fro's versatile tote bag. This beautifully crafted bag is not just for carrying - it's a statement piece. Designed with a roomy interior, it can effortlessly store all your daily essentials from your laptop to your makeup bag. It boasts sturdy handles for easy carrying and an open-top design for seamless access. The exterior features faux pebbled leather, offering a timeless, sophisticated finish, while the interior showcases a plush velvet lining. This tote bag is a perfect balance of practicality and style.",PVU Leather,Silhouette,"Made with a vegan pebbled leather exterior, beautiful soft velvet lining and gold-tone hardware.",Interior: zipper pocket and 2 slip pockets.,Large enough to fits most laptops and TSA approved.,Stain resistant and water repellent.,5.25 x 13 x 16 - handle drop 7 in,Imported,no_warning_applicable,Spot or Wipe Clean,Gender Neutral,,,,,,,All Ages,Tote Bags,,,,,Figures,,Structured,,,,,,,,,,,,,No Compartments or Pockets,imported,Yes,,"Open, No Closure",Carrying Handle,,Leather,Zip Pocket,,,,,,,,,,,,,,,,,,,,,Handbags,FULL,,,,,,,,,,,,,,,,,,
Pardon My Fro Tote Bag,PMF7942,Pardon My Fro,"Elevate your everyday style with Pardon My Fro's versatile tote bag. This beautifully crafted bag is not just for carrying - it's a statement piece. Designed with a roomy interior, it can effortlessly store all your daily essentials from your laptop to your makeup bag. It boasts sturdy handles for easy carrying and an open-top design for seamless access. The exterior features faux pebbled leather, offering a timeless, sophisticated finish, while the interior showcases a plush velvet lining. This tote bag is a perfect balance of practicality and style.",PVU Leather,Silhouette,"Made with a vegan pebbled leather exterior, beautiful soft velvet lining and gold-tone hardware.",Interior: zipper pocket and 2 slip pockets.,Large enough to fits most laptops and TSA approved.,Stain resistant and water repellent.,5.25 x 13 x 16 - handle drop 7 in,Imported,no_warning_applicable,Spot or Wipe Clean,Gender Neutral,,,,,,,All Ages,Tote Bags,,,,,Figures,,Structured,,,,,,,,,,,,,No Compartments or Pockets,imported,Yes,,"Open, No Closure",Carrying Handle,,Leather,Zip Pocket,,,,,,,,,,,,,,,,,,,,,Handbags,FULL,,,,,,,,,,,,,,,,,,
